snapshot_utc,snapshot_park_datetime,snapshot_park_date,snapshot_timezone,park_id,park_name,land,ride_id,ride_name,is_open,wait_time_minutes,source_last_updated_utc,source_last_updated_park_datetime,source_url,normalized_ride_name,base_ride_name,canonical_attraction_id,canonical_attraction_name,canonical_category,canonical_match_source,access_mode,is_single_rider,is_likely_entertainment,source_age_minutes,observed_wait_time_minutes,quality_flags,training_eligibility
2026-07-08T16:45:18.839Z,2026-07-08 09:45:18,2026-07-08,America/Los_Angeles,disneyland,Disneyland,Tomorrowland,276,Finding Nemo Submarine Voyage,TRUE,5,2026-07-08T16:40:35.000Z,2026-07-08 09:40:35,https://queue-times.com/parks/16/queue_times.json,finding nemo submarine voyage,Finding Nemo Submarine Voyage,disneyland-finding-nemo-submarine-voyage,Finding Nemo Submarine Voyage,attraction,auto_normalized,standby,FALSE,FALSE,4.7,5,,standby_wait_model
2026-07-08T16:45:18.839Z,2026-07-08 09:45:18,2026-07-08,America/Los_Angeles,disneyland,Disneyland,Tomorrowland,16627,Pixar Short Film Spotlight,FALSE,0,2026-07-08T16:40:35.000Z,2026-07-08 09:40:35,https://queue-times.com/parks/16/queue_times.json,pixar short film spotlight,Pixar Short Film Spotlight,disneyland-pixar-short-film-spotlight,Pixar Short Film Spotlight,attraction,auto_normalized,standby,FALSE,FALSE,4.7,,closed|possible_full_day_closed,status_model_only
2026-07-08T16:45:18.839Z,2026-07-08 09:45:18,2026-07-08,America/Los_Angeles,disneyland,Disneyland,Tomorrowland,284,Space Mountain,TRUE,30,2026-07-08T16:40:35.000Z,2026-07-08 09:40:35,https://queue-times.com/parks/16/queue_times.json,space mountain,Space Mountain,disneyland-space-mountain,Space Mountain,attraction,auto_normalized,standby,FALSE,FALSE,4.7,30,temporary_downtime,standby_wait_model
2026-07-08T16:45:18.839Z,2026-07-08 09:45:18,2026-07-08,America/Los_Angeles,disneyland,Disneyland,Tomorrowland,286,Star Tours - The Adventures Continue,TRUE,10,2026-07-08T16:40:35.000Z,2026-07-08 09:40:35,https://queue-times.com/parks/16/queue_times.json,star tours - the adventures continue,Star Tours - The Adventures Continue,disneyland-star-tours-the-adventures-continue,Star Tours - The Adventures Continue,attraction,auto_normalized,standby,FALSE,FALSE,4.7,10,,standby_wait_model
2026-07-08T16:45:18.839Z,2026-07-08 09:45:18,2026-07-08,America/Los_Angeles,dca,Disney California Adventure,Avengers Campus,329,Guardians of the Galaxy - Mission: BREAKOUT!,TRUE,60,2026-07-08T16:40:41.000Z,2026-07-08 09:40:41,https://queue-times.com/parks/17/queue_times.json,guardians of the galaxy - mission breakout,Guardians of the Galaxy - Mission: BREAKOUT!,dca-guardians-of-the-galaxy-mission-breakout,Guardians of the Galaxy - Mission: BREAKOUT!,attraction,auto_normalized,standby,FALSE,FALSE,4.6,60,temporary_downtime,standby_wait_model
2026-07-08T16:45:18.839Z,2026-07-08 09:45:18,2026-07-08,America/Los_Angeles,dca,Disney California Adventure,Avengers Campus,8843,WEB SLINGERS: A Spider-Man Adventure,TRUE,30,2026-07-08T16:40:41.000Z,2026-07-08 09:40:41,https://queue-times.com/parks/17/queue_times.json,web slingers a spider-man adventure,WEB SLINGERS: A Spider-Man Adventure,dca-web-slingers-a-spider-man-adventure,WEB SLINGERS: A Spider-Man Adventure,attraction,auto_normalized,standby,FALSE,FALSE,4.6,30,temporary_downtime,standby_wait_model
2026-07-08T16:45:18.839Z,2026-07-08 09:45:18,2026-07-08,America/Los_Angeles,dca,Disney California Adventure,Avengers Campus,10907,WEB SLINGERS: A Spider-Man Adventure Single Rider,TRUE,0,2026-07-08T16:40:41.000Z,2026-07-08 09:40:41,https://queue-times.com/parks/17/queue_times.json,web slingers a spider-man adventure single rider,WEB SLINGERS: A Spider-Man Adventure,dca-web-slingers-a-spider-man-adventure,WEB SLINGERS: A Spider-Man Adventure,attraction,auto_normalized,single_rider,TRUE,FALSE,4.6,0,open_zero|single_rider|temporary_downtime|single_rider_all_zero,single_rider_availability_only
2026-07-08T16:45:18.839Z,2026-07-08 09:45:18,2026-07-08,America/Los_Angeles,dca,Disney California Adventure,Cars Land,13961,Luigi's Rollickin' Roadsters,FALSE,0,2026-07-08T16:40:41.000Z,2026-07-08 09:40:41,https://queue-times.com/parks/17/queue_times.json,luigi's rollickin' roadsters,Luigi's Rollickin' Roadsters,dca-luigi-s-rollickin-roadsters,Luigi's Rollickin' Roadsters,attraction,auto_normalized,standby,FALSE,FALSE,4.6,,closed|temporary_downtime,status_model_only
2026-07-08T16:45:18.839Z,2026-07-08 09:45:18,2026-07-08,America/Los_Angeles,dca,Disney California Adventure,Cars Land,315,Mater's Junkyard Jamboree,TRUE,30,2026-07-08T16:40:41.000Z,2026-07-08 09:40:41,https://queue-times.com/parks/17/queue_times.json,mater's junkyard jamboree,Mater's Junkyard Jamboree,dca-mater-s-junkyard-jamboree,Mater's Junkyard Jamboree,attraction,auto_normalized,standby,FALSE,FALSE,4.6,30,,standby_wait_model
2026-07-08T16:45:18.839Z,2026-07-08 09:45:18,2026-07-08,America/Los_Angeles,dca,Disney California Adventure,Cars Land,295,Radiator Springs Racers,TRUE,75,2026-07-08T16:40:41.000Z,2026-07-08 09:40:41,https://queue-times.com/parks/17/queue_times.json,radiator springs racers,Radiator Springs Racers,dca-radiator-springs-racers,Radiator Springs Racers,attraction,auto_normalized,standby,FALSE,FALSE,4.6,75,temporary_downtime,standby_wait_model
