snapshot_utc,snapshot_park_datetime,snapshot_park_date,snapshot_timezone,park_id,park_name,land,ride_id,ride_name,is_open,wait_time_minutes,source_last_updated_utc,source_last_updated_park_datetime,source_url,normalized_ride_name,base_ride_name,is_single_rider,is_likely_entertainment,source_age_minutes,observed_wait_time_minutes,quality_flags,training_eligibility
2026-07-07T22:19:18.747Z,2026-07-07 15:19:18,2026-07-07,America/Los_Angeles,disneyland,Disneyland,Fantasyland,16254,Bluey’s Best Day Ever! at Fantasyland Theatre,TRUE,0,2026-07-07T22:15:35.000Z,2026-07-07 15:15:35,https://queue-times.com/parks/16/queue_times.json,bluey's best day ever at fantasyland theatre,Bluey’s Best Day Ever! at Fantasyland Theatre,FALSE,FALSE,3.7,0,open_zero,standby_wait_model
2026-07-07T22:19:18.747Z,2026-07-07 15:19:18,2026-07-07,America/Los_Angeles,disneyland,Disneyland,Fantasyland,303,Casey Jr. Circus Train,TRUE,5,2026-07-07T22:15:35.000Z,2026-07-07 15:15:35,https://queue-times.com/parks/16/queue_times.json,casey jr circus train,Casey Jr. Circus Train,FALSE,FALSE,3.7,5,,standby_wait_model
2026-07-07T22:19:18.747Z,2026-07-07 15:19:18,2026-07-07,America/Los_Angeles,disneyland,Disneyland,Fantasyland,275,Dumbo the Flying Elephant,TRUE,20,2026-07-07T22:15:35.000Z,2026-07-07 15:15:35,https://queue-times.com/parks/16/queue_times.json,dumbo the flying elephant,Dumbo the Flying Elephant,FALSE,FALSE,3.7,20,temporary_downtime,standby_wait_model
2026-07-07T22:19:18.747Z,2026-07-07 15:19:18,2026-07-07,America/Los_Angeles,disneyland,Disneyland,Fantasyland,277,King Arthur Carrousel,FALSE,0,2026-07-07T22:15:35.000Z,2026-07-07 15:15:35,https://queue-times.com/parks/16/queue_times.json,king arthur carrousel,King Arthur Carrousel,FALSE,FALSE,3.7,,closed|possible_full_day_closed,status_model_only
2026-07-07T22:19:18.747Z,2026-07-07 15:19:18,2026-07-07,America/Los_Angeles,disneyland,Disneyland,Fantasyland,278,Mad Tea Party,TRUE,5,2026-07-07T22:15:35.000Z,2026-07-07 15:15:35,https://queue-times.com/parks/16/queue_times.json,mad tea party,Mad Tea Party,FALSE,FALSE,3.7,5,,standby_wait_model
2026-07-07T22:19:18.747Z,2026-07-07 15:19:18,2026-07-07,America/Los_Angeles,disneyland,Disneyland,Fantasyland,279,Matterhorn Bobsleds,TRUE,25,2026-07-07T22:15:35.000Z,2026-07-07 15:15:35,https://queue-times.com/parks/16/queue_times.json,matterhorn bobsleds,Matterhorn Bobsleds,FALSE,FALSE,3.7,25,,standby_wait_model
2026-07-07T22:19:18.747Z,2026-07-07 15:19:18,2026-07-07,America/Los_Angeles,disneyland,Disneyland,Fantasyland,6711,Meet Disney Princesses at Royal Hall,TRUE,15,2026-07-07T22:15:35.000Z,2026-07-07 15:15:35,https://queue-times.com/parks/16/queue_times.json,meet disney princesses at royal hall,Meet Disney Princesses at Royal Hall,FALSE,FALSE,3.7,15,possible_full_day_closed|temporary_downtime,standby_wait_model
2026-07-07T22:19:18.747Z,2026-07-07 15:19:18,2026-07-07,America/Los_Angeles,disneyland,Disneyland,Fantasyland,280,Mr. Toad's Wild Ride,TRUE,15,2026-07-07T22:15:35.000Z,2026-07-07 15:15:35,https://queue-times.com/parks/16/queue_times.json,mr toad's wild ride,Mr. Toad's Wild Ride,FALSE,FALSE,3.7,15,temporary_downtime,standby_wait_model
2026-07-07T22:19:18.747Z,2026-07-07 15:19:18,2026-07-07,America/Los_Angeles,disneyland,Disneyland,Fantasyland,281,Peter Pan's Flight,TRUE,20,2026-07-07T22:15:35.000Z,2026-07-07 15:15:35,https://queue-times.com/parks/16/queue_times.json,peter pan's flight,Peter Pan's Flight,FALSE,FALSE,3.7,20,temporary_downtime,standby_wait_model
2026-07-07T22:19:18.747Z,2026-07-07 15:19:18,2026-07-07,America/Los_Angeles,disneyland,Disneyland,Fantasyland,282,Pinocchio's Daring Journey,TRUE,10,2026-07-07T22:15:35.000Z,2026-07-07 15:15:35,https://queue-times.com/parks/16/queue_times.json,pinocchio's daring journey,Pinocchio's Daring Journey,FALSE,FALSE,3.7,10,temporary_downtime,standby_wait_model
